3,4,7,8,15,16,18,20,21,23,24,25,26,27,28,29,31,39
54.185,501.99,273.28,536.39,325.91,338.25,145.3,658.17,284.73,272.54,306.05,241.05,142.02,286.87,199.46,296.84,10.95,1130.0
54.158,501.75,273.15,536.13,325.75,338.08,145.23,657.85,284.59,272.41,305.9,240.94,141.95,286.73,199.36,296.69,10.944,1129.4
54.121,501.4,272.96,535.75,325.53,337.85,145.13,657.39,284.39,272.22,305.69,240.77,141.86,286.53,199.22,296.49,10.937,1128.6
54.108,501.29,272.9,535.63,325.45,337.77,145.1,657.24,284.33,272.16,305.62,240.71,141.82,286.47,199.18,296.42,10.934,1128.4
54.106,501.27,272.89,535.61,325.44,337.76,145.09,657.22,284.32,272.15,305.61,240.71,141.82,286.46,199.17,296.41,10.934,1128.3
54.119,501.38,272.95,535.74,325.52,337.84,145.12,657.37,284.38,272.21,305.68,240.76,141.85,286.52,199.22,296.48,10.936,1128.6
54.109,501.29,272.9,535.64,325.45,337.77,145.1,657.24,284.33,272.16,305.62,240.72,141.82,286.47,199.18,296.42,10.934,1128.4
54.119,501.39,272.95,535.74,325.52,337.84,145.13,657.37,284.39,272.21,305.68,240.76,141.85,286.52,199.22,296.48,10.936,1128.6
54.102,501.23,272.86,535.57,325.41,337.73,145.08,657.16,284.3,272.13,305.58,240.69,141.81,286.43,199.15,296.39,10.933,1128.2
54.092,501.14,272.82,535.47,325.36,337.67,145.05,657.05,284.24,272.08,305.53,240.64,141.78,286.38,199.12,296.33,10.931,1128.0
54.174,501.9,273.23,536.29,325.85,338.18,145.27,658.04,284.67,272.49,305.99,241.01,142.0,286.81,199.42,296.78,10.947,1129.7
54.282,502.9,273.77,537.35,326.5,338.85,145.56,659.35,285.24,273.03,306.6,241.49,142.28,287.39,199.82,297.37,10.969,1132.0
54.325,503.3,273.99,537.78,326.76,339.13,145.68,659.88,285.47,273.25,306.84,241.68,142.39,287.62,199.98,297.61,10.978,1132.9
54.331,503.34,274.02,537.83,326.79,339.16,145.69,659.94,285.5,273.27,306.87,241.7,142.41,287.64,200.0,297.64,10.979,1133.0
54.315,503.2,273.94,537.68,326.69,339.06,145.65,659.75,285.41,273.2,306.79,241.63,142.37,287.56,199.94,297.55,10.976,1132.7
54.318,503.22,273.95,537.7,326.71,339.08,145.66,659.78,285.43,273.21,306.8,241.64,142.37,287.57,199.95,297.57,10.976,1132.7
54.308,503.13,273.9,537.6,326.65,339.01,145.63,659.66,285.38,273.16,306.74,241.6,142.35,287.52,199.91,297.51,10.974,1132.5
54.244,502.54,273.58,536.97,326.27,338.62,145.46,658.88,285.04,272.84,306.38,241.32,142.18,287.18,199.68,297.16,10.961,1131.2
54.106,501.27,272.89,535.61,325.44,337.76,145.09,657.22,284.32,272.15,305.61,240.71,141.82,286.46,199.17,296.41,10.934,1128.3
54.053,500.77,272.62,535.09,325.12,337.43,144.95,656.57,284.04,271.88,305.31,240.47,141.68,286.17,198.97,296.12,10.923,1127.2
54.066,500.9,272.68,535.22,325.2,337.51,144.98,656.73,284.11,271.95,305.38,240.53,141.71,286.24,199.02,296.19,10.926,1127.5
54.07,500.93,272.7,535.25,325.22,337.53,144.99,656.77,284.13,271.96,305.4,240.54,141.72,286.26,199.04,296.21,10.926,1127.6
54.08,501.02,272.75,535.35,325.28,337.59,145.02,656.9,284.18,272.02,305.46,240.59,141.75,286.32,199.07,296.27,10.928,1127.8
54.1,501.21,272.86,535.56,325.4,337.72,145.08,657.14,284.29,272.12,305.57,240.68,141.8,286.42,199.15,296.38,10.932,1128.2
54.104,501.25,272.88,535.59,325.43,337.75,145.09,657.19,284.31,272.14,305.59,240.7,141.81,286.44,199.16,296.4,10.933,1128.3
54.115,501.35,272.93,535.7,325.49,337.81,145.11,657.32,284.36,272.19,305.66,240.74,141.84,286.5,199.2,296.46,10.935,1128.5
54.106,501.26,272.88,535.61,325.44,337.76,145.09,657.21,284.32,272.15,305.6,240.7,141.82,286.45,199.17,296.41,10.934,1128.3
54.086,501.08,272.78,535.41,325.32,337.63,145.04,656.97,284.21,272.04,305.49,240.61,141.76,286.35,199.09,296.3,10.929,1127.9
54.096,501.17,272.83,535.51,325.38,337.69,145.06,657.09,284.26,272.09,305.55,240.66,141.79,286.4,199.13,296.35,10.932,1128.1
54.104,501.25,272.88,535.59,325.43,337.75,145.09,657.19,284.31,272.14,305.6,240.7,141.81,286.44,199.16,296.4,10.933,1128.3
54.127,501.46,272.99,535.81,325.56,337.88,145.15,657.46,284.42,272.25,305.72,240.8,141.87,286.56,199.24,296.52,10.938,1128.7
54.14,501.58,273.06,535.95,325.64,337.97,145.18,657.63,284.5,272.32,305.8,240.86,141.91,286.63,199.29,296.6,10.941,1129.0
54.141,501.59,273.06,535.96,325.65,337.97,145.18,657.64,284.5,272.32,305.8,240.86,141.91,286.64,199.3,296.6,10.941,1129.1
54.149,501.66,273.1,536.03,325.69,338.02,145.2,657.73,284.54,272.36,305.85,240.89,141.93,286.68,199.33,296.64,10.942,1129.2
54.144,501.62,273.08,535.98,325.67,337.99,145.19,657.67,284.52,272.34,305.82,240.87,141.92,286.65,199.31,296.62,10.941,1129.1
54.114,501.34,272.93,535.69,325.49,337.81,145.11,657.31,284.36,272.19,305.65,240.74,141.84,286.5,199.2,296.45,10.935,1128.5
54.116,501.36,272.94,535.71,325.5,337.82,145.12,657.34,284.37,272.2,305.66,240.75,141.84,286.51,199.21,296.47,10.936,1128.5
54.14,501.58,273.06,535.94,325.64,337.97,145.18,657.62,284.49,272.32,305.8,240.85,141.91,286.63,199.29,296.59,10.94,1129.0
54.141,501.59,273.06,535.95,325.65,337.97,145.18,657.63,284.5,272.32,305.8,240.86,141.91,286.64,199.3,296.6,10.941,1129.0
54.12,501.4,272.96,535.75,325.52,337.85,145.13,657.38,284.39,272.22,305.69,240.77,141.85,286.53,199.22,296.49,10.936,1128.6
54.101,501.21,272.86,535.56,325.41,337.72,145.08,657.15,284.29,272.12,305.57,240.68,141.8,286.43,199.15,296.38,10.932,1128.2
54.087,501.09,272.79,535.42,325.33,337.64,145.04,656.99,284.22,272.05,305.5,240.62,141.77,286.35,199.1,296.31,10.93,1127.9
54.082,501.04,272.76,535.37,325.29,337.61,145.03,656.92,284.19,272.02,305.47,240.6,141.75,286.33,199.08,296.28,10.929,1127.8
54.087,501.09,272.79,535.42,325.33,337.64,145.04,656.98,284.22,272.05,305.5,240.62,141.77,286.35,199.1,296.31,10.93,1127.9
54.092,501.13,272.81,535.47,325.35,337.67,145.05,657.04,284.24,272.07,305.52,240.64,141.78,286.38,199.12,296.33,10.931,1128.0
54.104,501.25,272.87,535.59,325.43,337.74,145.08,657.19,284.31,272.14,305.59,240.7,141.81,286.44,199.16,296.4,10.933,1128.3
54.133,501.51,273.02,535.87,325.6,337.92,145.16,657.53,284.46,272.28,305.75,240.82,141.89,286.59,199.27,296.55,10.939,1128.9
54.147,501.64,273.09,536.01,325.68,338.01,145.2,657.7,284.53,272.35,305.83,240.88,141.92,286.67,199.32,296.63,10.942,1129.2
54.13,501.49,273.01,535.85,325.58,337.91,145.16,657.51,284.44,272.27,305.74,240.81,141.88,286.58,199.26,296.54,10.938,1128.8
54.119,501.38,272.95,535.74,325.52,337.84,145.12,657.37,284.38,272.21,305.68,240.76,141.85,286.52,199.22,296.48,10.936,1128.6
54.13,501.49,273.01,535.85,325.59,337.91,145.16,657.51,284.44,272.27,305.74,240.81,141.88,286.58,199.26,296.54,10.939,1128.8
54.159,501.75,273.15,536.13,325.75,338.08,145.23,657.85,284.59,272.41,305.9,240.94,141.96,286.73,199.36,296.7,10.944,1129.4
54.173,501.89,273.22,536.27,325.84,338.17,145.27,658.03,284.67,272.48,305.98,241.0,141.99,286.81,199.42,296.78,10.947,1129.7
54.172,501.87,273.22,536.26,325.83,338.17,145.27,658.01,284.66,272.48,305.98,241.0,141.99,286.8,199.41,296.77,10.947,1129.7
54.166,501.82,273.19,536.21,325.8,338.13,145.25,657.94,284.63,272.45,305.95,240.97,141.98,286.77,199.39,296.74,10.946,1129.6
54.177,501.93,273.24,536.32,325.87,338.2,145.28,658.08,284.69,272.5,306.01,241.02,142.0,286.83,199.43,296.8,10.948,1129.8
54.179,501.94,273.25,536.33,325.88,338.21,145.29,658.1,284.7,272.51,306.02,241.03,142.01,286.84,199.44,296.81,10.948,1129.8
