2.962e+08,-2.067e+05
2.9624e+08,-2.0685e+05
2.9628e+08,-2.0644e+05
2.9631e+08,-2.0646e+05
2.963e+08,-2.0709e+05
2.9634e+08,-2.0717e+05
2.9638e+08,-2.0774e+05
2.9642e+08,-2.0838e+05
2.9661e+08,-2.0795e+05
2.9687e+08,-2.0739e+05
2.9698e+08,-2.0756e+05
2.9701e+08,-2.0784e+05
2.9708e+08,-2.0837e+05
2.9721e+08,-2.0784e+05
2.9727e+08,-2.0794e+05
2.9722e+08,-2.0841e+05
2.9717e+08,-2.0889e+05
2.9708e+08,-2.087e+05
2.9708e+08,-2.0913e+05
2.9713e+08,-2.0899e+05
2.972e+08,-2.0881e+05
2.972e+08,-2.0831e+05
2.9725e+08,-2.0837e+05
2.9737e+08,-2.0738e+05
2.9733e+08,-2.0766e+05
2.9715e+08,-2.0741e+05
2.9719e+08,-2.0634e+05
2.9715e+08,-2.0639e+05
2.9712e+08,-2.0666e+05
2.9709e+08,-2.0576e+05
2.969e+08,-2.0578e+05
2.9678e+08,-2.0616e+05
2.968e+08,-2.0601e+05
2.968e+08,-2.062e+05
2.968e+08,-2.0616e+05
2.968e+08,-2.0679e+05
2.9665e+08,-2.0758e+05
2.9666e+08,-2.0759e+05
2.9663e+08,-2.082e+05
2.9664e+08,-2.0815e+05
2.9661e+08,-2.079e+05
2.9658e+08,-2.0839e+05
2.9658e+08,-2.0871e+05
2.9655e+08,-2.0887e+05
2.9653e+08,-2.0907e+05
2.9666e+08,-2.0928e+05
2.9668e+08,-2.0878e+05
2.9665e+08,-2.0872e+05
2.9672e+08,-2.0734e+05
2.9678e+08,-2.0669e+05
2.9678e+08,-2.0575e+05
2.9675e+08,-2.054e+05
2.967e+08,-2.0488e+05
2.9673e+08,-2.0521e+05
2.9675e+08,-2.0501e+05
2.9671e+08,-2.0509e+05
2.9671e+08,-2.0556e+05
2.9671e+08,-2.0544e+05
2.968e+08,-2.0439e+05
2.9701e+08,-2.0375e+05
2.9712e+08,-2.0352e+05
2.9708e+08,-2.0355e+05
2.9699e+08,-2.043e+05
2.9687e+08,-2.0474e+05
2.9679e+08,-2.0513e+05
2.9677e+08,-2.0539e+05
2.9682e+08,-2.0522e+05
2.9675e+08,-2.0497e+05
2.9664e+08,-2.0561e+05
2.9669e+08,-2.0549e+05
2.9668e+08,-2.0514e+05
2.9663e+08,-2.0457e+05
2.9667e+08,-2.0438e+05
2.9674e+08,-2.0293e+05
2.9687e+08,-2.0223e+05
2.9696e+08,-2.0119e+05
2.9694e+08,-2.0093e+05
2.9684e+08,-2.0104e+05
2.9669e+08,-2.0169e+05
2.9649e+08,-2.0168e+05
2.9642e+08,-2.0188e+05
2.9641e+08,-2.0198e+05
2.9648e+08,-2.0217e+05
2.9642e+08,-2.0237e+05
2.9648e+08,-2.0199e+05
2.9639e+08,-2.0205e+05
2.9633e+08,-2.0227e+05
2.9678e+08,-2.0189e+05
2.9737e+08,-2.0124e+05
2.9761e+08,-2.0013e+05
2.9764e+08,-1.9939e+05
2.9755e+08,-1.9888e+05
2.9757e+08,-1.9849e+05
2.9751e+08,-1.9891e+05
2.9716e+08,-1.9986e+05
2.9641e+08,-2.0157e+05
2.9612e+08,-2.0194e+05
2.9619e+08,-2.022e+05
2.9621e+08,-2.0199e+05
2.9627e+08,-2.0112e+05
2.9638e+08,-2.0033e+05
2.964e+08,-2.0113e+05
2.9646e+08,-2.0113e+05
2.9641e+08,-2.0182e+05
2.963e+08,-2.0211e+05
2.9635e+08,-2.0147e+05
2.964e+08,-2.0106e+05
2.9652e+08,-2.0036e+05
2.966e+08,-2.0049e+05
2.966e+08,-2.0077e+05
2.9664e+08,-2.0019e+05
2.9662e+08,-2.0039e+05
2.9645e+08,-2.0102e+05
2.9647e+08,-2.0104e+05
2.9659e+08,-2.0076e+05
2.966e+08,-2.0078e+05
2.9649e+08,-2.0222e+05
2.9638e+08,-2.0351e+05
2.9631e+08,-2.0348e+05
2.9628e+08,-2.0327e+05
2.9631e+08,-2.0212e+05
2.9633e+08,-2.0211e+05
2.964e+08,-2.0213e+05
2.9655e+08,-2.0127e+05
2.9663e+08,-2.0049e+05
2.9654e+08,-2.0037e+05
2.9648e+08,-2.0091e+05
2.9654e+08,-2.0076e+05
2.967e+08,-1.9973e+05
2.9678e+08,-1.9947e+05
2.9677e+08,-2.0008e+05
2.9674e+08,-2.0035e+05
2.968e+08,-2.0092e+05
2.9681e+08,-2.0063e+05
2.9679e+08,-2.0035e+05
2.9682e+08,-2.0007e+05
2.9678e+08,-2.0027e+05
2.9674e+08,-2.0003e+05
2.9688e+08,-2.0048e+05
2.969e+08,-2.0034e+05
2.9687e+08,-2.0023e+05
2.9682e+08,-2.0059e+05
2.9669e+08,-2.0151e+05
2.9659e+08,-2.0207e+05
2.9655e+08,-2.0275e+05
2.9657e+08,-2.0268e+05
2.9647e+08,-2.0336e+05
2.9634e+08,-2.0427e+05
2.9626e+08,-2.0517e+05
2.963e+08,-2.0516e+05
2.9623e+08,-2.0584e+05
2.9613e+08,-2.0607e+05
2.9609e+08,-2.0556e+05
2.9611e+08,-2.0521e+05
2.9612e+08,-2.0449e+05
2.961e+08,-2.0519e+05
2.9606e+08,-2.0582e+05
2.9603e+08,-2.0533e+05
2.9609e+08,-2.054e+05
2.9613e+08,-2.0584e+05
2.9609e+08,-2.0573e+05
2.9609e+08,-2.0575e+05
2.9606e+08,-2.0631e+05
2.9602e+08,-2.0668e+05
2.9604e+08,-2.065e+05
2.9613e+08,-2.0626e+05
2.9614e+08,-2.0598e+05
2.9599e+08,-2.0644e+05
2.9579e+08,-2.0689e+05
2.9571e+08,-2.0724e+05
2.9568e+08,-2.0729e+05
2.9573e+08,-2.0758e+05
2.9571e+08,-2.0752e+05
2.9563e+08,-2.0806e+05
2.9564e+08,-2.0792e+05
2.9561e+08,-2.082e+05
2.955e+08,-2.0858e+05
2.9541e+08,-2.0878e+05
2.9537e+08,-2.09e+05
2.9536e+08,-2.0956e+05
2.953e+08,-2.0964e+05
2.9523e+08,-2.0942e+05
2.9529e+08,-2.0891e+05
2.9541e+08,-2.0813e+05
2.9554e+08,-2.0728e+05
2.9558e+08,-2.0748e+05
2.9556e+08,-2.0791e+05
2.9555e+08,-2.0785e+05
2.9553e+08,-2.0819e+05
2.9546e+08,-2.079e+05
2.9546e+08,-2.0805e+05
2.9545e+08,-2.0796e+05
2.955e+08,-2.0749e+05
2.9559e+08,-2.0648e+05
2.9562e+08,-2.0624e+05
2.9556e+08,-2.062e+05
2.9553e+08,-2.0639e+05
2.954e+08,-2.0703e+05
2.9535e+08,-2.0648e+05
2.9529e+08,-2.0592e+05
2.9528e+08,-2.0649e+05
2.9533e+08,-2.065e+05
2.9555e+08,-2.0634e+05
2.9617e+08,-2.0485e+05
2.9636e+08,-2.0452e+05
2.963e+08,-2.0444e+05
2.9623e+08,-2.0458e+05
2.9615e+08,-2.0497e+05
2.9599e+08,-2.0527e+05
2.9588e+08,-2.049e+05
2.9538e+08,-2.0619e+05
2.9491e+08,-2.0729e+05
2.9496e+08,-2.0716e+05
2.9509e+08,-2.0655e+05
2.9514e+08,-2.062e+05
2.9511e+08,-2.0565e+05
2.9503e+08,-2.0591e+05
2.9493e+08,-2.0608e+05
2.9494e+08,-2.0597e+05
2.9504e+08,-2.0566e+05
2.9513e+08,-2.0589e+05
2.9518e+08,-2.0613e+05
2.9521e+08,-2.0613e+05
2.9523e+08,-2.0585e+05
2.9528e+08,-2.0555e+05
2.954e+08,-2.0608e+05
2.9541e+08,-2.0656e+05
2.9535e+08,-2.0692e+05
2.954e+08,-2.0651e+05
2.9539e+08,-2.0658e+05
2.9535e+08,-2.0669e+05
2.9525e+08,-2.0672e+05
2.9527e+08,-2.0613e+05
2.953e+08,-2.0544e+05
2.9538e+08,-2.0491e+05
2.954e+08,-2.0521e+05
2.9536e+08,-2.056e+05
2.9542e+08,-2.0528e+05
2.9548e+08,-2.045e+05
2.9553e+08,-2.0421e+05
2.956e+08,-2.0385e+05
2.9564e+08,-2.0342e+05
2.9569e+08,-2.0263e+05
2.9574e+08,-2.0281e+05
2.9573e+08,-2.0303e+05
2.9571e+08,-2.0311e+05
2.9581e+08,-2.0322e+05
2.9592e+08,-2.0282e+05
2.9591e+08,-2.0296e+05
2.9587e+08,-2.0301e+05
2.9584e+08,-2.0262e+05
2.9576e+08,-2.027e+05
2.9556e+08,-2.0404e+05
2.9546e+08,-2.0422e+05
2.9544e+08,-2.044e+05
2.9543e+08,-2.048e+05
2.9548e+08,-2.0456e+05
2.9548e+08,-2.04e+05
2.9544e+08,-2.0457e+05
2.9547e+08,-2.0446e+05
2.9598e+08,-2.0312e+05
2.9672e+08,-2.0145e+05
2.9671e+08,-2.0183e+05
2.9659e+08,-2.0181e+05
2.9651e+08,-2.0185e+05
2.9643e+08,-2.0102e+05
2.9629e+08,-2.0172e+05
2.9596e+08,-2.0314e+05
2.9517e+08,-2.0616e+05
2.9502e+08,-2.0677e+05
2.953e+08,-2.0662e+05
2.9541e+08,-2.0637e+05
2.9547e+08,-2.0638e+05
2.9552e+08,-2.0629e+05
2.9547e+08,-2.0538e+05
2.9536e+08,-2.0578e+05
2.9527e+08,-2.0624e+05
2.9517e+08,-2.0627e+05
2.9509e+08,-2.0703e+05
2.9498e+08,-2.081e+05
2.9492e+08,-2.0789e+05
2.9488e+08,-2.0819e+05
2.948e+08,-2.0876e+05
2.9473e+08,-2.0915e+05
2.9467e+08,-2.0924e+05
2.9468e+08,-2.0894e+05
2.9472e+08,-2.0759e+05
2.9466e+08,-2.0746e+05
2.9455e+08,-2.0759e+05
2.9444e+08,-2.0746e+05
2.944e+08,-2.076e+05
2.9437e+08,-2.0746e+05
2.9434e+08,-2.0633e+05
2.9432e+08,-2.0689e+05
2.9433e+08,-2.0718e+05
2.9427e+08,-2.0761e+05
2.9426e+08,-2.0782e+05
2.9424e+08,-2.0847e+05
2.9425e+08,-2.0791e+05
2.9427e+08,-2.0801e+05
2.9426e+08,-2.078e+05
2.9426e+08,-2.0746e+05
2.9422e+08,-2.0771e+05
2.942e+08,-2.0709e+05
2.9422e+08,-2.0676e+05
2.9412e+08,-2.0802e+05
2.9407e+08,-2.0871e+05
2.9406e+08,-2.0828e+05
2.9408e+08,-2.0851e+05
2.9421e+08,-2.0812e+05
2.9424e+08,-2.0806e+05
2.9425e+08,-2.0816e+05
2.9435e+08,-2.08e+05
2.9452e+08,-2.0702e+05
2.9457e+08,-2.0737e+05
2.9452e+08,-2.0751e+05
2.9438e+08,-2.0793e+05
2.944e+08,-2.0737e+05
2.9487e+08,-2.0583e+05
2.9528e+08,-2.0427e+05
2.9521e+08,-2.0395e+05
2.951e+08,-2.0357e+05
2.9496e+08,-2.046e+05
2.9477e+08,-2.0464e+05
2.9465e+08,-2.0496e+05
2.943e+08,-2.0611e+05
2.9354e+08,-2.0864e+05
2.9338e+08,-2.0869e+05
2.9361e+08,-2.0799e+05
2.9376e+08,-2.0747e+05
2.9378e+08,-2.0791e+05
2.9384e+08,-2.0775e+05
2.9395e+08,-2.0744e+05
2.9405e+08,-2.0733e+05
2.9415e+08,-2.0683e+05
2.9417e+08,-2.0692e+05
2.9414e+08,-2.0678e+05
2.9418e+08,-2.0688e+05
2.9425e+08,-2.0617e+05
2.9437e+08,-2.058e+05
2.9444e+08,-2.0622e+05
2.9435e+08,-2.0729e+05
2.9429e+08,-2.0792e+05
2.9419e+08,-2.0889e+05
2.9412e+08,-2.0857e+05
2.941e+08,-2.0819e+05
2.9411e+08,-2.0783e+05
2.9407e+08,-2.087e+05
2.9405e+08,-2.085e+05
2.94e+08,-2.087e+05
2.9396e+08,-2.0866e+05
2.9396e+08,-2.0837e+05
2.9396e+08,-2.0737e+05
2.939e+08,-2.0765e+05
2.9394e+08,-2.0733e+05
2.9401e+08,-2.0773e+05
2.9406e+08,-2.0787e+05
2.9409e+08,-2.0797e+05
2.9414e+08,-2.0793e+05
2.9419e+08,-2.0817e+05
